palavra,tf,dicts,corpus,title,dmap
franquia,659899,1,0.9788,0.0168,abcdfhijklmnoqrst
franquias,181667,0.99,0.1126,0,bcdfhij
franzino,24002,1,0.0658,0,abcdfghijklmnoqrst
frança,4053794,1,1,0.427,abcdfghijklmoqrs
franças,22482,1,0.9881,0.0042,abcdfghijlmq
fraqueza,386137,1,0.2922,0,abcdfghijklmnoqrst
fraquezas,177509,0.999,0.1126,0,bcdfhijm
fraquinha,37141,0.99,0.0212,0,bcdfhij
fraquinho,65951,0.999,0.0119,0,bcdfhijq
frasco,270356,1,0.4268,0,abcdfghijklmoqrst
frascos,153090,0.99,0.2922,0.0066,bcdfhij
frase,2392784,1,0.5732,0,abcdfghijklmopqrst
frases,1294971,0.9999,0.4268,0,bcdfghijm
fraterna,74289,1,0.1126,0,bcdfhijlmoqs
fraternal,59741,1,0.1863,0,acdfghijklmnoqrst
fraternidade,253899,1,0.4268,0,abcdhijklmoqrst
fraterno,113385,1,0.1863,0,abcdfghijklmnoqrst
fraternos,30754,0.99,0.0119,0,bcdfhij
fratura,184331,1,0.9342,0.0029,abcdfhijkmnoqrst
fraturas,126507,0.999,0.1126,0,bcdfhijp
fraudar,44296,1,0.1126,0.0041,abcdfghijklmoqrst
fraude,531304,1,0.4268,0,abcdfghijklmnoqrst
fraudes,276962,0.99,0.2922,0.0045,bcdfhij
fraudulenta,47051,0.99,0.1126,0,bcdhijm
fraudulentas,26936,0.9089,0.0119,0,bcdhij
fraudulento,32909,1,0.1126,0,abcdghijklmoqrst
fraudulentos,32910,0.9089,0.1126,0,bcdhij
fração,254486,1,0.9788,0,abcdfghijkmnoqrst
frações,136522,0.99,0.5732,0.0056,bcdfhjm
freada,21112,1,0.0119,0,bcdfhijmoqt
frear,86194,1,0.1863,0,abcdfghijkmoqrst
fred,35757,0.001,0.0011,0.2923,ak
freelance,55850,1,0.0119,0,cdfghijkmoqs
freelancer,73488,1,0.0119,0,cdghijkmoqrs
freeware,26544,0.5,0.002,0,dhoqs
freezer,219009,1,0.1863,0.0169,acdfghijkmoqrst
fregueses,39921,0.999,0.1126,0,bcdfhijp
freguesia,464369,1,0.1126,0.002,abcdfghijklmnoqrst
freguesias,137008,0.99,0.0119,0.0038,bcdhijq
freguês,70085,1,0.9342,0.0082,abcdfghijklmnoqrst
frei,64708,1,0.1863,0.004,abcdfghijklmoqrs
freia,20680,0.99,0.0066,0.0041,bcdfhij
freio,405201,1,0.2922,0,abcdfghijklmnoqrst
freios,192353,0.99,0.2922,0,bcdfhij
freira,83832,1,0.1863,0,bcdfghijklmnoqrst
freiras,92787,1,0.2922,0.0057,bcdfhijlqr
freire,25660,1,0.0066,0,acdfhijklmoqs
frenagem,55982,1,0.1863,0,acdfghijkmoqs
frenesi,46656,1,0.4268,0.0046,acdfghijklmoqrst
freneticamente,41671,1,0.0376,0,abcdhijlmqrs
frente,11173745,1,0.4268,0,abcdfghijklmnopqrst
frentes,223477,0.5,0.2922,0.0073,cdfhj
frentista,28045,1,0.0119,0,abcdfhijkmoqs
frenética,53610,0.9089,0.0376,0,bcdfhj
frenético,68842,1,0.9624,0.0046,abcdfghijklmoqrst
frequenta,118502,0.9089,0.9788,0.0024,bcdfhj
frequentada,32727,0.9089,0.0658,0,bcdhij
frequentado,93506,0.9999,0.9934,0,bcdhijqst
frequentador,41944,1,0.9881,0,abcdhijklmnoqrs
frequentadores,102595,0.99,0.1863,0,bcdhijm
frequentados,23197,0.9089,0.0376,0,bcdhij
frequentam,113294,0.9089,0.1126,0,bcdhjp
frequentando,48230,0.5,0.0212,0,bcdhj
frequentar,339237,1,0.9989,0,abcdghijklmopqrst
frequentava,57499,0.5,0.1126,0,bcdhj
frequentavam,25216,0.5,0.0658,0,bcdhj
frequente,570154,1,0.9997,0,abcdfghijklmnoqrst
frequentei,23025,0.5,0.0066,0,bcdhj
frequentemente,1275075,1,0.9994,0,abcdghijklmnqrst
frequentes,668079,0.5,0.2922,0.0027,bcdhj
frequento,45389,0.9089,0.0119,0,bcdfhj
frequentou,54808,0.5,0.0658,0,bcdhj
frequência,2372729,1,1,0.0097,abcdghijklmnoqrst
frequências,165033,0.5,0.2922,0,bcdhj
fresa,39654,1,0.1126,0.0037,bcdfghijkmoqrs
fresca,324662,1,0.5732,0,bcdfghijklmoqs
frescas,197699,0.99,0.1863,0.0041,bcdfhij
fresco,605085,1,0.5732,0,abcdfghijklmoqrst
frescor,131895,1,0.0658,0.0044,acdfghijklmnoqrst
frescos,224562,0.9999,0.2922,0.0036,bcdfghijp
frescura,169988,1,0.1126,0,abcdfghijklmoqrst
frescuras,49500,0.99,0.0119,0,bcdfhij
fresquinha,50489,0.001,0.0066,0,cj
fresquinhas,31922,0.001,0.0011,0,cj
fresquinho,78714,0.01,0.0119,0,cjs
fresquinhos,26983,0.001,0.0119,0,cj
fresta,40111,1,0.2922,0,abcdfghijklmoqrst
frestas,44684,0.99,0.1126,0.0042,bcdfhij
fretado,34373,1,0.0658,0.0046,bcdfhijkmos
fretamento,20706,1,0.0066,0,abcdhijklmoqrst
frete,1491921,1,0.2922,0.0039,abcdfghijklmnoqrst
fretes,51094,0.999,0.0658,0,bcdfghij
freudiana,23086,0.99,0.0376,0,bcdfhij
frevo,71746,1,0.0212,0,abcdfghijkmoqs
freático,31071,1,0.7078,0.004,abcdfghijkmoqs
fria,988049,1,0.2922,0.0021,bcdfghijmopqs
friamente,52503,1,0.0376,0,abcdfhijlmoqrst
frias,282580,0.9999,0.4268,0.0027,bcdfghijp
fricção,66435,1,0.2922,0.0127,abcdfghijklmnoqrst
frieza,129702,1,0.1126,0,abcdfghijklmnoqrst
frigideira,261547,1,0.1126,0,abcdhijklmoqrs
frigobar,210008,1,0.0119,0,acdfghijkmoq
frigorífica,21031,0.0911,0.9788,0,cdhj
frigorífico,318700,1,0.9934,0,abcdghijklmnoqrst
frigoríficos,66717,0.999,0.0376,0,bcdghjqr
frio,2716387,1,0.5732,0.0021,abcdfghijklmopqrst
frios,348571,0.9999,0.4268,0.0022,bcdfghijp
friozinho,107099,0.9999,0.0119,0,bcdfghijk
frisa,60902,1,0.9788,0.0065,abcdfhijklmoqs
frisando,20188,0.99,0.0066,0,bcdfhij
frisar,108682,1,0.4268,0,abcdfghijklmoqrst
friso,42784,1,0.1126,0.004,abcdfhijklmnoqrst
frisos,34897,0.9999,0.0376,0,bcdfghijk
frisou,148659,0.99,0.0119,0,bcdfhij
frisson,30972,1,0.0376,0.0049,acdghijkmos
frita,183267,1,0.998,0.0031,bcdfghijlmoqs
fritar,133605,1,0.1863,0,abcdfghijklmoqrst
fritas,135274,0.9999,0.2922,0,bcdfghijm
frite,79602,0.999,0.002,0,bcdfhijq
frito,132767,1,0.4268,0,abcdfghijklmnoqs
fritos,68677,1,0.1126,0,bcdfghijkpq
fritura,58633,1,0.1863,0.0046,abcdfghijklmnoqrs
frituras,54868,0.99,0.1863,0,bcdfhij
frondosa,22627,0.999,0.0066,0,bcdfhijq
fronha,32639,1,0.0376,0,abcdfghijklmoqrs
fronhas,34340,0.99,0.0376,0.0053,bcdfhij
front,111375,0.5,0.0376,0,adhmo
frontais,81136,0.99,0.1126,0,bcdfhij
frontal,633472,1,0.5732,0.027,abcdfghijklmoqrst
frontalis,21704,0.99,0.0006,0,cdghijk
frontalmente,46932,0.9999,0.0658,0,abcdhijrs
fronte,75019,1,0.1863,0,abcdfghijklmnoqrst
fronteira,1088108,1,0.9994,0.1143,abcdfghijklmoqrst
fronteiras,723601,1,0.2922,0,bcdghijqrt
fronteiriça,26152,0.9089,0.0658,0.0046,cdhjqr
frota,487989,1,0.4268,0,abcdfghijklmnoqrs
frotas,55018,0.99,0.0376,0,bcdfhij
frouxa,29302,0.99,0.0658,0,bcdfhij
frouxo,45752,1,0.7078,0,abcdfghijklmoqrst
fruição,73514,1,0.1863,0.0041,abcdfghijklmnoqrst
frustra,34246,0.99,0.9881,0.0022,bcdfhij
frustrada,124394,0.5,0.1863,0,cdfhj
frustradas,62307,0.0911,0.0376,0,cdhj
frustrado,131259,1,0.2922,0,abcdfhijklmoqrst
frustrados,68601,0.0911,0.0658,0,cdhj
frustrante,99108,1,0.1863,0,acdhjmoqrst
frustrar,45754,1,0.2922,0,abcdfghijklmoqrst
frustração,330709,1,0.2922,0,abcdghijklmoqrst
frustrações,164103,0.5,0.1863,0.0063,bcdhj
fruta,805098,1,0.9963,0.0128,abcdfghijklmopqrst
frutado,42053,0.999,0.0119,0.0043,cdfhjmor
frutas,1400847,0.9999,0.4268,0,bcdfghijp
fruticultura,22703,1,0.0066,0,abcdghijklmoqs
frutificar,20189,1,0.1126,0,abcdghijklmoqrst
frutificação,22857,1,0.5732,0.0042,abcdghijklmnoqrst
frutinhas,23183,0.5,0.0066,0,cdfhj
fruto,1423134,1,0.4268,0.002,abcdfghijklmnopqrst
frutos,1292558,1,0.4268,0,bcdfghijmp
frutose,43315,1,0.0376,0.0044,acdfghijkmoqrs
frutífera,25093,0.9089,0.0658,0.0044,bcdfhj
frutíferas,62532,0.5,0.1863,0,bcdhj
frágeis,203335,0.99,0.4268,0.0037,bcdfghj
frágil,466169,1,0.9997,0,abcdfghijklmoqrst
frância,25181,0.99,0.2922,0.0161,acfjlms
fs,29865,0.001,0.0037,0,km
fsc,30735,0.01,0.0002,0,gjk
fsm,42880,0.01,0.0002,0,gjk
ftp,57500,0.01,0.0011,0,gjk
fu,91425,1,0.2922,0.0039,cdghijkmos
fubá,97209,1,0.9342,0.0021,acdfghijklmoqs
fuga,839258,1,0.998,0.0341,abcdfhijklmoqrst
fugas,85089,0.99,0.0376,0,bcdfhij
fugaz,62240,1,0.2922,0,abcdfghijklmoqrst
fugazes,21633,0.99,0.0119,0.0042,bcdfhij
fugi,43404,0.99,0.0658,0.0041,bcdfhij
fugia,55662,0.99,0.1863,0,bcdfhij
fugiam,37377,0.99,0.1126,0,bcdfhij
fugido,81688,1,0.4268,0,abcdfghijmoqt
fugimos,22661,0.99,0.0066,0.0044,bcdfhij
fugindo,275915,0.99,0.1863,0.0058,bcdfhij
fugir,1302760,1,0.5732,0,abcdfghijklmoqrst
fugira,25997,0.99,0.9342,0,bcdfhij
fugiram,178072,0.999,0.2922,0.0038,bcdfhijp
fugirem,28411,0.99,0.0212,0.0041,bcdfhij
fugitivo,47812,1,0.1126,0,abcdfghijklmoqrst
fugitivos,46908,0.99,0.1126,0,bcdfhij
fugiu,344865,0.999,0.2922,0,bcdfhijm
fui,6689187,0.99,0.1863,0.0021,bcdfhij
fuja,94822,0.99,0.0658,0,bcdfhij
fujam,29964,0.99,0.0658,0,bcdfhij
fujo,40372,0.99,0.0119,0.0041,bcdfhij
fulana,34261,0.999,0.0119,0,bcdfhijm
fulano,150928,1,0.0658,0,abcdfghijklmoqst
fulcral,29384,1,0.1126,0.004,acdfghijkmoqs
fulcro,39902,1,0.0658,0,acdfghijklmnoqrs
fulgor,47217,1,0.2922,0,abcdfghijklmoqrst
fulgurante,21252,1,0.0658,0,abcdhijklmnoqrst
fuligem,30639,1,0.4268,0.0042,abcdfghijklmnoqrst
fulminante,52579,1,0.2922,0,abcdhijklmoqrst
fuma,129721,0.9999,0.9963,0.0026,bcdfhijns
fumado,32589,1,0.1126,0,bcdfhijmnoqs
fumador,29739,1,0.0119,0.0049,abcdfhijklmnoqrst
fumadores,242333,0.99,0.0119,0,bcdfhij
fumam,46150,0.99,0.0212,0,bcdfhij
fumando,110231,0.99,0.1863,0.0046,bcdfhij
fumante,108852,1,0.1126,0.0045,abcdfghijklmnoqrst
fumantes,253673,0.99,0.0376,0,bcdfhij
fumar,562184,1,0.5732,0,abcdfghijklmoqrst
fumava,40672,0.99,0.0376,0,bcdfhij
fumaça,504573,1,0.9881,0,abcdfghijklmnopqrst
fume,47008,1,0.9881,0.0021,abcdfghijkmoq
fumei,21621,0.99,0.0066,0,bcdfhij
fumo,408633,1,0.5732,0.0041,abcdfghijklmoqrst
fumos,27744,0.99,0.0658,0,cdfghjq
fumou,24404,0.99,0.0376,0,bcdfhij
funchal,281021,1,0.0066,0.3757,cdfghijklmoqs
funciona,3576854,0.999,0.9998,0.1891,bcdfhijp
funcionado,60456,0.9089,0.0376,0,bcdhij
funcionais,419737,0.9089,0.1863,0,bcdhij
funcional,899744,1,0.4268,0,abcdfghijklmoqrst
funcionalidade,477523,1,0.2922,0,abcdhijkmoqrst
funcionalidades,611232,0.9089,0.1126,0,bcdhij
funcionalismo,123447,1,0.0658,0,abcdghijklmoqst
funcionalmente,21468,0.5,0.0658,0,acjrs
funcionam,741910,0.999,0.1863,0,bcdfhijp
funcionamento,2529054,1,0.4268,0,abcdhijklmopqrst
funcionando,747148,0.9089,0.1863,0,bcdhij
funcionar,1512552,1,0.4268,0,abcdfghijklmnopqrst
funcionara,147927,0.9089,0.9934,0,bcdhij
funcionaram,50813,0.9089,0.1126,0,bcdhij
funcionarem,39685,0.9089,0.1126,0,bcdhij
funcionarias,55278,0.9089,0.4268,0.0028,bcdhij
funcionarão,44108,0.9089,0.0658,0,bcdhij
funcionasse,33915,0.9089,0.0376,0,bcdhij
funcionava,239272,0.9089,0.1863,0,bcdhij
funcionavam,53647,0.9089,0.0376,0,bcdhij
funcione,216390,0.99,0.1126,0,bcdfhij
funcionem,55737,0.99,0.0658,0,bcdfhij
funcionou,590182,0.99,0.2922,0,bcdfhij
funcionária,274785,0.999,0.9997,0,bcdhijqr
funcionário,1054614,1,0.9963,0,abcdghijklmnoqrst
funcionários,3586226,0.99,0.4268,0.0046,bcdhjmp
funda,343990,1,0.9999,0.0493,bcdfhijklmoqrs
fundacional,30742,0.999,0.0037,0.0045,bcdghijk
fundada,881563,0.999,0.2922,0.0777,bcdfhijq
fundadas,66140,0.99,0.1126,0,bcdfhij
fundado,466885,1,0.1863,0.0159,abcdfghijkmnoqst
fundador,677232,1,0.4268,0,acdfghjklmnoqrst
fundadora,96685,0.99,0.0376,0,cdfghjr
fundadoras,25016,0.5,0.0376,0,cdghj
fundadores,306458,0.9089,0.1863,0,cdghjp
fundados,43560,0.99,0.1863,0,bcdfhij
fundam,24846,0.99,0.0376,0,bcdfhij
fundamenta,111147,0.9089,0.9881,0.0032,bcdhij
fundamentada,198567,0.99,0.1863,0,bcdhijm
fundamentadas,62552,0.9089,0.0658,0,bcdhij
fundamentado,123449,1,0.2922,0,bcdhijkmnoqrst
fundamentados,46031,0.9089,0.0119,0,bcdhij
fundamentais,1415673,0.9089,0.4268,0,bcdhij
fundamental,4387602,1,0.4268,0.3324,abcdghijklmnoqrst
fundamentalismo,57614,1,0.1126,0,acdhjmoqrs
fundamentalista,60946,1,0.1863,0,acdhjmoqrs
fundamentalistas,77806,0.0911,0.0658,0.0381,cdhj
fundamentalmente,227054,1,0.1126,0.0039,abcdhjlmqrs
fundamentam,47672,0.9089,0.1126,0.0045,bcdhij
fundamentar,92645,1,0.1863,0.0041,abcdghijklmoqrst
fundamentação,235224,1,0.0658,0.0056,acdghijkmoqrst
fundamento,717385,1,0.4268,0,abcdhijklmoqrst
fundamentos,969977,0.9999,0.4268,0.2829,bcdhijmrs
fundamentou,26537,0.9089,0.0212,0.0045,bcdhij
fundando,31368,0.99,0.0376,0,bcdfhij
fundar,151127,1,0.1863,0,abcdfghijklmnopqrst
fundaram,73704,0.99,0.1126,0,bcdfhij
fundas,20730,0.99,0.1863,0,bcdfhij
fundação,1043829,1,0.2922,0.0037,abcdfghijklmnoqrst
fundações,207761,0.99,0.1863,0,bcdfhjs
funde,49447,0.99,0.1126,0.004,bcdfhij
fundem,48561,0.99,0.0658,0,bcdfhij
fundida,22030,0.99,0.1126,0.0042,bcdfhij
fundidas,24665,0.99,0.1126,0,bcdfhij
fundido,157501,1,0.2922,0.01,bcdfhijmnoqrt
fundidos,29727,0.99,0.1126,0,bcdfhij
fundindo,23197,0.99,0.0658,0,bcdfhij
fundir,71585,1,0.2922,0,abcdfghijklmoqrst
fundiu,24017,0.99,0.0658,0,bcdfhij
fundiária,90849,0.9089,0.002,0.0085,bcdfhj
fundição,77111,1,0.4268,0,abcdfghijklmnoqrst
fundo,5322999,1,0.4268,0.0036,abcdfghijklmnopqrst
fundos,1153651,1,0.4268,0,bcdfghijqrs
fundou,281453,0.99,0.1126,0,bcdfhij
funerais,35348,0.9089,0.0658,0,cdfhjn
funeral,220433,1,0.2922,0.0092,acdfghijklmnoqrst
funerária,48734,1,0.8137,0.0042,bcdfhijmos
funerário,24894,1,0.8137,0.004,abcdfghijklmoqrst
funfa,27867,0.01,0.0006,0.1077,cfj
fungicida,20822,1,0.0037,0,abcdfghijklmoqrs
fungicidas,26126,0.999,0.0119,0,bcdhijqr
fungo,100375,1,0.4268,0,abcdfghijklmoqrst
fungos,255238,0.9999,0.2922,0,bcdfhijqr
funil,57723,1,0.2922,0,abcdfghijklmoqrst
funilaria,22262,1,0.0212,0,abcdfghijklmoqs
funk,423094,1,0.1126,0,cdfghjkmor
funkeira,26886,0.001,0.0006,0,cj
função,5860655,1,0.5732,0,abcdfghijklmopqrst
funções,3350947,0.999,0.4268,0.3274,bcdfhjmq
fura,72416,1,0.9881,0.0053,bcdfghijlmoqs
furacão,369008,1,0.9999,0.0335,abcdfghijklmnoqrst
furacões,71173,0.999,0.9788,0.0023,bcdfhjqr
furada,81537,1,0.4268,0,bcdfghijmoqs
furadas,24698,0.999,0.1863,0.0041,bcdfghij
furadeira,43908,1,0.1126,0,abcdfghijkmoqrst
furado,103669,1,0.4268,0,abcdfghijlmnoqrst
furador,33167,1,0.0376,0.0058,abcdfhijklmnoqrst
furados,22683,0.999,0.0658,0.0041,bcdfghij
furando,21837,0.99,0.0376,0.0042,bcdfhij
furar,124532,1,0.2922,0,abcdfghijklmnoqrst
furgão,30996,1,0.1126,0,abcdfghijklmoqs
furinhos,29178,0.0911,0.0119,0,cdhj
furiosa,98659,1,0.1126,0.0057,bcdfhijmoqr
furiosamente,22151,1,0.0376,0,abcdhijlmqrs
furioso,133765,1,0.2922,0.0053,abcdfghijklmnoqrst
furiosos,47831,0.9999,0.0658,0,bcdfhijqr
furo,219523,1,0.4268,0,abcdfghijklmnoqrst
furor,87098,1,0.1863,0,abcdfghijklmnoqrst
furos,225890,0.9999,0.1863,0,bcdfghijs
furou,37002,0.99,0.1126,0,bcdfhij
furta,39541,1,0.9624,0.0023,bcdfghijms
furtada,37825,0.9999,0.2922,0.0041,bcdfghijm
furtado,304894,1,0.2922,0.294,bcdfhijmnqst
furtados,37769,0.999,0.0212,0,bcdfghij
furtar,73363,1,0.1863,0,abcdfghijklmnoqrst
furto,306035,1,0.2922,0,abcdfhijklmnoqrst
furtos,107652,0.9999,0.1126,0,bcdfghijk
fusca,556186,1,0.9934,0.4705,acdfghjlmoqs
fuselagem,30609,1,0.0376,0,abcdfghijkmors
fuso,116845,1,0.2922,0.0039,abcdfghijklmoqrst
fusos,33776,0.9999,0.1126,0,bcdfghijk
fusão,552841,1,0.5732,0,abcdfghijklmoqrst
fusíveis,29847,0.9089,0.0658,0,bcdfhj
fusível,74793,1,0.9788,0.0107,abcdfghijklmoqrst
fusões,72297,0.5,0.0376,0.0077,cdfhj
futebol,8225694,1,0.4268,0.332,abcdfghijkmopqrs
futebolista,148719,1,0.0658,0,abcdghijkmoqrs
futebolistas,39212,0.9089,0.0212,0.0044,bcdhij
futebolística,34947,0.001,0.0212,0,cj
futebolístico,32467,1,0.1126,0,abcdghjkoqs
futilidade,48365,1,0.1863,0,abcdghijklmoqrst
futilidades,39682,0.9089,0.1126,0.0049,bcdhij
futsal,193534,1,0.0119,0,cdfghijkmoqs
futura,653614,1,0.4268,0,bcdfhijlmpqs
futuramente,229943,1,0.2922,0.0048,acdhjmoqrst
futuras,679644,0.99,0.2922,0.0029,bcdfhij
future,30255,0.5,0.0376,0,cdfhj
futurista,93716,1,0.1863,0,abcdfhijkmoqs
futuristas,30821,0.9089,0.0119,0,bcdhij
futuro,5997022,1,0.5732,0,abcdfghijklmopqrst
futuros,866386,0.99,0.2922,0.0069,bcdfhij
fuxico,59697,1,0.0066,0,abcdfghijklmnoqrst
fuzil,76408,1,0.2922,0.004,abcdfghijklmnoqrst
fuzilamento,20367,1,0.1126,0,abcdhijklmoqst
fuzileiros,30602,0.99,0.0212,0,bcdhijr
fuzis,52717,0.9999,0.1863,0.004,bcdfghijs
fuça,20467,1,0.4268,0.0014,abcdfghijklmnoqs
fuçando,43487,0.9089,0.0212,0.0051,bcdfhj
fuçar,34179,1,0.0119,0,abcdfghijkmoqst
fábia,26559,0.0911,0.1126,0.4766,acfj
fábrica,2332878,1,1,0.2129,abcdfghijklmopqrst
fábricas,406639,0.9999,0.9997,0,bcdfhijmp
fábula,116756,1,0.998,0,abcdfghijklmoqst
fábulas,114383,0.99,0.9624,0.0067,bcdfhij
fáceis,716963,0.9089,0.2922,0,bcdfhj
fácil,9223733,1,0.9997,0.0089,abcdfghijklmopqrst
fármaco,73861,1,0.9788,0.0075,acdfghijkmoqst
fármacos,118064,0.0911,0.1126,0.027,cfjm
fática,46214,0.5,0.002,0,cdfhj
fático,86373,1,0.0066,0,acdfghijkmoqs
fã,2416741,1,1,0.0762,abcdghijklmopqrst
fãs,2407264,1,0.9997,0.0256,bcdfhijmos
fé,6405312,1,1,0.3801,abcdghijklmnoqrst
fécula,23982,1,0.7078,0.0042,abcdfghijklmnoqrs
férias,5104205,1,0.9999,0.2346,bcdfhijmnqrs
férrea,73645,1,0.998,0.0048,bcdfghijlmqst
férteis,78691,0.9089,0.1126,0.0045,bcdfhj
fértil,277219,1,0.9989,0.0036,abcdfghijklmopqrst
fétido,21876,1,0.9342,0.004,abcdfghijklmoqrst
fêmea,528926,1,0.9997,0.0065,abcdfghijklmopqrst
fêmeas,265401,0.99,0.2922,0,bcdfghj
fêmur,55544,1,1,0.0021,abcdfghijklmoqrs
fênix,88376,1,1,0.0091,acdfghijklmoqrs
fígado,530943,1,0.9999,0.0028,abcdfghijklmopqrst
física,5367958,1,0.9999,0.2908,abcdfhijklmopqrs
físicas,1247827,0.9089,0.2922,0.011,bcdfhj
físico,2459101,1,0.9999,0.061,abcdfghijklmnoqrst
físicos,1030264,0.9999,0.4268,0.0062,bcdfghjmp
fístula,22600,1,0.9934,0.0042,acdfghijklmnoqrs
fó,77619,0.999,0.9998,0.0157,cdghijks
fólico,65895,1,0.5732,0.0044,acdfghijkmos
fórmula,1732575,1,1,0.21,abcdfghijklmoqrst
fórmulas,323540,0.9999,0.4268,0,bcdfghijm
fórum,7869615,1,1,0.2185,abcdfghijkmopqrst
fóruns,401760,0.9089,0.1863,0,bcdfhj
fósforo,240502,1,0.9997,0.0052,abcdfghijklmoqrs
fósforos,49338,0.9999,0.1863,0.004,bcdfghijq
fósseis,237660,1,0.9999,0.0043,bcdfghijmqr
fóssil,103486,1,0.9989,0.0049,abcdfghijklmoqrs
fóton,23362,1,0.7078,0.0042,acdfghijkmoqrs
fótons,35929,0.99,0.0658,0,cdfghjq
fôlego,447794,1,0.9989,0.0014,abcdfghijklmnoqrst
fôssemos,173304,0.99,0.9934,0,bcdfhij
fúnebre,60107,1,0.8137,0.0083,abcdfghijklmnoqrst
fúnebres,26651,0.9089,0.1126,0,bcdfhj
fúria,290733,1,0.9934,0.0026,abcdfghijklmnoqrst
fúteis,70170,0.999,0.8137,0,bcdfhijm
fútil,104457,1,0.8874,0.0077,abcdfghijklmoqrst
gaba,37141,0.999,0.9934,0.0044,bcdfhijn
gabar,41047,1,0.1863,0,abcdfghijklmoqrst
gabarito,228084,1,0.2922,0,abcdfhijkmoqrst
gabaritos,72045,0.999,0.0037,0,cdfghijk
gabinete,595354,1,0.4268,0,abcdfghijklmnoqrst
gabinetes,117936,0.99,0.0658,0,bcdfhij
gabão,31106,1,0.9342,0.494,acdfghijklmoqrst
gadelha,48271,1,0.0212,0.0111,acdfhjlmnoqst
gadget,80300,0.01,0.0066,0,qrs
gado,463070,1,0.4268,0.002,abcdfghijklmoqrs
gafanhoto,25340,1,0.4268,0,abcdfghijklmopqrs
gafanhotos,42142,0.999,0.1863,0,bcdghijp
gafe,43923,1,0.0376,0,acdfhjkmnoqrst
gafes,31966,0.5,0.0119,0,cdfhj
gaga,368268,1,0.9881,0.2836,abcdfghijkmoqst
gago,24581,1,0.1126,0,abcdfghijklmnoqrst
gagueira,29722,1,0.0376,0,abcdfghijklmoqrst
gaia,384783,0.99,0.8874,0.492,cdfghjr
gaiola,207589,1,0.4268,0,bcdfhijklmnoqrst
gaiolas,118645,0.99,0.0658,0.0084,bcdfhij
gaita,132011,1,0.9881,0.0108,abcdfhijklmnoqrst
gaivota,94620,1,0.1863,0.0129,abcdfghijklmoqrs
gaivotas,49504,0.999,0.0376,0.004,bcdfghij
gaja,76771,0.9999,0.0658,0.0051,bcdfhijlm
gajas,56092,1,0.0037,0,bcdfhijlmq
gajo,220590,1,0.0212,0.003,abcdfghijklmnoqrs
gajos,92230,0.99,0.002,0,bcdfhij
gala,330316,1,0.9934,0.0246,abcdfhijklmnoqrst
galante,38850,1,0.2922,0.0071,abcdfghijklmnoqst
galardão,56040,1,0.0658,0,abcdfghijklmoqrst
galas,20027,1,0.0658,0,bcdfghijlm
galdino,70004,0.9999,0.0011,0.0168,acdfghijk
galega,45852,1,0.0119,0,bcdfghijlmoqs
galego,91613,1,0.1863,0,abcdfghijklmoqrs
galegos,32394,0.999,0.0066,0.0049,bcdfghij
galera,1642373,1,0.1863,0,abcdfhijklmnoqrst
galeria,2294473,1,0.4268,0.332,abcdfghijklmnoqrst
galerias,250842,0.99,0.1863,0.0028,bcdfhij
galerinha,84481,0.999,0.002,0,cdfghijk
gales,173046,1,1,0.0556,abcdfghijklmoqrs
galgar,23748,1,0.1863,0,abcdfghijklmoqrst
galho,187603,1,0.4268,0,abcdfghijklmnoqrst
galhos,199424,0.999,0.4268,0,bcdfhijp
galileia,113663,1,0.9963,0.0365,bcdfhijlmqr
galileu,161103,1,0.1126,0.0926,acdfghijklmoqrs
galinha,801450,1,0.9624,0.1688,abcdfghijklmopqrs
galinhas,228181,1,0.2922,0,bcdfghijps
galinheiro,55344,1,0.1126,0,abcdghijklmnoqrs
galinho,23675,1,0.0376,0.0049,bcdfghijklmoqs
galo,258710,1,0.4268,0.0026,abcdfghijklmopqrst
galocha,31385,1,0.0376,0.0063,abcdfghijklmoqrs
galochas,21489,0.99,0.002,0,bcdfhij
galopante,23203,1,0.0658,0,acdfhjklmoqrs
galope,33173,1,0.1126,0,abcdfghijklmoqrst
galos,58491,0.9999,0.1863,0,bcdfghijp
galpão,144798,1,0.2922,0,abcdfghijklmoqst
galpões,128411,0.9089,0.0658,0.0157,bcdfhj
galvanizada,24542,0.9089,0.0066,0.0054,bcdhij
galvanizado,68690,1,0.0376,0.006,bcdhijkmoq
galáctico,31294,1,0.8874,0.0052,acdfghijkmoqrs
galápagos,31109,0.5,0.9342,0.3582,cfhjr
galáxia,350547,1,0.9989,0.015,abcdfghijklmoqrs
galáxias,166120,0.999,0.9989,0.0069,bcdfghij
galão,47918,1,0.1126,0,abcdfghijklmoqrst
galé,37022,1,0.9881,0.0038,acdfghijklmoqrs
galícia,68583,0.9089,0.8874,0.1831,cfjlqr
galões,36586,0.999,0.5732,0.0037,bcdfhijq
gama,1509942,1,0.9997,0.3327,abcdfghijlmoqrst
gamba,53197,1,0.9998,0.0025,abcdfghijklmoqrs
gambiarra,33163,1,0.0376,0,abcdfghijklmoqs
gambás,32980,0.99,0.9624,0,bcdfhij
game,1240782,1,0.2922,0.002,acdfhjmort
gameiro,23148,1,0.0011,0.0066,cdfghijklm
games,975792,0.5,0.1863,0,cdfhj
gametas,35361,0.99,0.7078,0.0081,bcdfhij
gana,137772,1,0.9963,0.5038,abcdfghijklmnoqrst
